"","Blue","CloudMask","CloudMaskConfidence","Green","ImageDate","ImageName","Lake","NIR","Organization","Red","SWIR1","SWIR2","Sensor","StationID","Dataset"
"2975",481,1,1,891,2009-09-26,"LE70380322009269","Utah",393,"UTAHDWQ",593,16,21,"LANDSAT/LE7_SR",4917450,"Estimated"
"2978",613,1,1,941,2009-09-26,"LE70380322009269","Utah",451,"UTAHDWQ",638,63,24,"LANDSAT/LE7_SR",4917600,"Estimated"
"2979",1044,1,1,1389,2009-09-26,"LE70380322009269","Utah",296,"UTAHDWQ",1031,14,20,"LANDSAT/LE7_SR",4917770,"Estimated"
"2997",1770,1,1,2259,2010-05-08,"LE70380322010128","Utah",488,"UTAHDWQ",1627,191,146,"LANDSAT/LE7_SR",4917370,"Estimated"
"3004",1358,1,1,1819,2010-05-16,"LT50380322010136","Utah",449,"UTAHDWQ",1215,183,149,"LANDSAT/LT5_SR",4917310,"Estimated"
"3006",1317,1,1,1687,2010-05-16,"LT50380322010136","Utah",607,"UTAHDWQ",1183,313,316,"LANDSAT/LT5_SR",4917390,"Estimated"
"3007",478,1,1,824,2010-05-16,"LT50380322010136","Utah",493,"UTAHDWQ",596,217,214,"LANDSAT/LT5_SR",4917450,"Estimated"
"3008",1355,1,1,1792,2010-05-16,"LT50380322010136","Utah",504,"UTAHDWQ",1184,199,182,"LANDSAT/LT5_SR",4917500,"Estimated"
"3009",1307,1,1,1784,2010-05-16,"LT50380322010136","Utah",552,"UTAHDWQ",1271,250,216,"LANDSAT/LT5_SR",4917520,"Estimated"
"3021",1800,1,1,2167,2010-06-09,"LE70380322010160","Utah",674,"UTAHDWQ",1518,453,418,"LANDSAT/LE7_SR",4917370,"Estimated"
"3022",1395,1,1,1703,2010-06-09,"LE70380322010160","Utah",481,"UTAHDWQ",1132,287,282,"LANDSAT/LE7_SR",4917390,"Estimated"
"3023",684,1,1,986,2010-06-09,"LE70380322010160","Utah",582,"UTAHDWQ",700,315,281,"LANDSAT/LE7_SR",4917450,"Estimated"
"3024",1859,1,1,2117,2010-06-09,"LE70380322010160","Utah",667,"UTAHDWQ",1493,451,384,"LANDSAT/LE7_SR",4917500,"Estimated"
"3027",826,1,1,1228,2010-06-09,"LE70380322010160","Utah",466,"UTAHDWQ",859,282,211,"LANDSAT/LE7_SR",4917770,"Estimated"
"3030",1464,1,1,1957,2010-06-17,"LT50380322010168","Utah",362,"UTAHDWQ",1457,57,22,"LANDSAT/LT5_SR",4917390,"Estimated"
"3031",393,1,1,783,2010-06-17,"LT50380322010168","Utah",264,"UTAHDWQ",553,99,86,"LANDSAT/LT5_SR",4917450,"Estimated"
"3032",1545,1,1,1991,2010-06-17,"LT50380322010168","Utah",426,"UTAHDWQ",1564,35,86,"LANDSAT/LT5_SR",4917500,"Estimated"
"3033",1725,1,1,2203,2010-06-17,"LT50380322010168","Utah",736,"UTAHDWQ",1810,266,246,"LANDSAT/LT5_SR",4917520,"Estimated"
"3034",1215,1,1,1734,2010-06-17,"LT50380322010168","Utah",555,"UTAHDWQ",1406,165,151,"LANDSAT/LT5_SR",4917600,"Estimated"
"3035",1060,1,1,1635,2010-06-17,"LT50380322010168","Utah",552,"UTAHDWQ",1245,99,85,"LANDSAT/LT5_SR",4917770,"Estimated"
"3036",1143,1,1,1582,2010-06-25,"LE70380322010176","Utah",308,"UTAHDWQ",959,208,150,"LANDSAT/LE7_SR",4917310,"Estimated"
"3037",1340,1,1,1718,2010-06-25,"LE70380322010176","Utah",235,"UTAHDWQ",1201,14,51,"LANDSAT/LE7_SR",4917370,"Estimated"
"3039",400,1,1,759,2010-06-25,"LE70380322010176","Utah",229,"UTAHDWQ",490,44,51,"LANDSAT/LE7_SR",4917450,"Estimated"
"3040",1318,1,1,1748,2010-06-25,"LE70380322010176","Utah",304,"UTAHDWQ",1152,77,84,"LANDSAT/LE7_SR",4917500,"Estimated"
"3041",1514,1,1,1987,2010-06-25,"LE70380322010176","Utah",667,"UTAHDWQ",1515,400,380,"LANDSAT/LE7_SR",4917520,"Estimated"
"3042",1567,1,1,1961,2010-06-25,"LE70380322010176","Utah",917,"UTAHDWQ",1829,400,314,"LANDSAT/LE7_SR",4917600,"Estimated"
"3043",608,1,1,1146,2010-06-25,"LE70380322010176","Utah",231,"UTAHDWQ",688,77,51,"LANDSAT/LE7_SR",4917770,"Estimated"
"3044",1730,0,1,2192,2010-07-03,"LT50380322010184","Utah",1123,"UTAHDWQ",2017,386,351,"LANDSAT/LT5_SR",4917310,"Estimated"
"3045",1699,0,1,2196,2010-07-03,"LT50380322010184","Utah",1122,"UTAHDWQ",2073,385,385,"LANDSAT/LT5_SR",4917370,"Estimated"
"3046",1798,0,1,2330,2010-07-03,"LT50380322010184","Utah",1321,"UTAHDWQ",2184,430,417,"LANDSAT/LT5_SR",4917390,"Estimated"
"3047",643,1,1,1062,2010-07-03,"LT50380322010184","Utah",792,"UTAHDWQ",800,364,285,"LANDSAT/LT5_SR",4917450,"Estimated"
"3048",1649,1,1,2188,2010-07-03,"LT50380322010184","Utah",1025,"UTAHDWQ",2041,299,285,"LANDSAT/LT5_SR",4917500,"Estimated"
"3049",1734,0,1,2302,2010-07-03,"LT50380322010184","Utah",1254,"UTAHDWQ",2133,384,351,"LANDSAT/LT5_SR",4917520,"Estimated"
"3050",1347,1,1,1796,2010-07-03,"LT50380322010184","Utah",862,"UTAHDWQ",1614,277,286,"LANDSAT/LT5_SR",4917600,"Estimated"
"3051",1007,1,1,1598,2010-07-03,"LT50380322010184","Utah",889,"UTAHDWQ",1289,385,351,"LANDSAT/LT5_SR",4917770,"Estimated"
"3066",989,1,1,1313,2010-07-19,"LT50380322010200","Utah",466,"UTAHDWQ",1002,165,121,"LANDSAT/LT5_SR",4917600,"Estimated"
"3068",1062,1,1,1483,2010-07-27,"LE70380322010208","Utah",310,"UTAHDWQ",1019,42,17,"LANDSAT/LE7_SR",4917310,"Estimated"
"3070",1141,1,1,1513,2010-07-27,"LE70380322010208","Utah",233,"UTAHDWQ",1044,8,17,"LANDSAT/LE7_SR",4917390,"Estimated"
"3071",350,1,1,652,2010-07-27,"LE70380322010208","Utah",393,"UTAHDWQ",359,45,18,"LANDSAT/LE7_SR",4917450,"Estimated"
"3072",1386,1,1,1680,2010-07-27,"LE70380322010208","Utah",251,"UTAHDWQ",1151,16,20,"LANDSAT/LE7_SR",4917500,"Estimated"
"3073",1331,1,1,1708,2010-07-27,"LE70380322010208","Utah",436,"UTAHDWQ",1276,115,88,"LANDSAT/LE7_SR",4917520,"Estimated"
"3074",974,1,1,1373,2010-07-27,"LE70380322010208","Utah",400,"UTAHDWQ",1076,82,123,"LANDSAT/LE7_SR",4917600,"Estimated"
"3075",678,1,1,1029,2010-07-27,"LE70380322010208","Utah",322,"UTAHDWQ",644,81,53,"LANDSAT/LE7_SR",4917770,"Estimated"
"3082",951,1,1,1522,2010-08-04,"LT50380322010216","Utah",741,"UTAHDWQ",1160,99,90,"LANDSAT/LT5_SR",4917600,"Estimated"
"3083",951,1,1,1451,2010-08-04,"LT50380322010216","Utah",-17,"UTAHDWQ",1075,53,56,"LANDSAT/LT5_SR",4917770,"Estimated"
"3084",982,1,1,1516,2010-08-12,"LE70380322010224","Utah",514,"UTAHDWQ",1084,79,88,"LANDSAT/LE7_SR",4917310,"Estimated"
"3085",1259,1,1,1722,2010-08-12,"LE70380322010224","Utah",825,"UTAHDWQ",1504,115,123,"LANDSAT/LE7_SR",4917370,"Estimated"
"3086",1202,1,1,1665,2010-08-12,"LE70380322010224","Utah",474,"UTAHDWQ",1295,44,88,"LANDSAT/LE7_SR",4917390,"Estimated"
"3087",357,0,1,549,2010-08-12,"LE70380322010224","Utah",469,"UTAHDWQ",359,7,16,"LANDSAT/LE7_SR",4917450,"Estimated"
"3088",1504,1,1,1973,2010-08-12,"LE70380322010224","Utah",681,"UTAHDWQ",1731,122,91,"LANDSAT/LE7_SR",4917500,"Estimated"
"3089",1234,1,1,1602,2010-08-12,"LE70380322010224","Utah",406,"UTAHDWQ",1244,49,19,"LANDSAT/LE7_SR",4917520,"Estimated"
"3090",995,1,1,1371,2010-08-12,"LE70380322010224","Utah",482,"UTAHDWQ",1062,48,19,"LANDSAT/LE7_SR",4917600,"Estimated"
"3091",1199,1,1,1607,2010-08-12,"LE70380322010224","Utah",312,"UTAHDWQ",1214,41,16,"LANDSAT/LE7_SR",4917770,"Estimated"
"3092",1016,1,1,1558,2010-08-20,"LT50380322010232","Utah",475,"UTAHDWQ",1141,37,58,"LANDSAT/LT5_SR",4917310,"Estimated"
"3093",1198,1,1,1698,2010-08-20,"LT50380322010232","Utah",444,"UTAHDWQ",1286,64,95,"LANDSAT/LT5_SR",4917370,"Estimated"
"3094",1106,1,1,1593,2010-08-20,"LT50380322010232","Utah",367,"UTAHDWQ",1141,62,22,"LANDSAT/LT5_SR",4917390,"Estimated"
"3095",385,1,1,730,2010-08-20,"LT50380322010232","Utah",620,"UTAHDWQ",525,62,58,"LANDSAT/LT5_SR",4917450,"Estimated"
"3096",1233,1,1,1667,2010-08-20,"LT50380322010232","Utah",366,"UTAHDWQ",1199,12,22,"LANDSAT/LT5_SR",4917500,"Estimated"
"3097",1318,1,1,1848,2010-08-20,"LT50380322010232","Utah",688,"UTAHDWQ",1522,131,129,"LANDSAT/LT5_SR",4917520,"Estimated"
"3098",694,1,1,1200,2010-08-20,"LT50380322010232","Utah",511,"UTAHDWQ",877,84,94,"LANDSAT/LT5_SR",4917600,"Estimated"
"3099",1033,1,1,1522,2010-08-20,"LT50380322010232","Utah",402,"UTAHDWQ",1110,157,94,"LANDSAT/LT5_SR",4917770,"Estimated"
"3100",1488,1,1,1975,2010-08-28,"LE70380322010240","Utah",954,"UTAHDWQ",1695,191,167,"LANDSAT/LE7_SR",4917310,"Estimated"
"3103",598,0,1,1007,2010-08-28,"LE70380322010240","Utah",940,"UTAHDWQ",743,176,161,"LANDSAT/LE7_SR",4917450,"Estimated"
"3104",1665,0,1,2120,2010-08-28,"LE70380322010240","Utah",1408,"UTAHDWQ",2126,149,164,"LANDSAT/LE7_SR",4917500,"Estimated"
"3105",1545,1,1,1977,2010-08-28,"LE70380322010240","Utah",830,"UTAHDWQ",1750,191,166,"LANDSAT/LE7_SR",4917520,"Estimated"
"3108",836,1,1,1216,2010-09-05,"LT50380322010248","Utah",272,"UTAHDWQ",771,13,24,"LANDSAT/LT5_SR",4917310,"Estimated"
"3109",1081,1,1,1464,2010-09-05,"LT50380322010248","Utah",313,"UTAHDWQ",1040,40,61,"LANDSAT/LT5_SR",4917370,"Estimated"
"3110",706,1,1,1216,2010-09-05,"LT50380322010248","Utah",387,"UTAHDWQ",832,90,61,"LANDSAT/LT5_SR",4917390,"Estimated"
"3111",359,1,1,677,2010-09-05,"LT50380322010248","Utah",499,"UTAHDWQ",471,63,24,"LANDSAT/LT5_SR",4917450,"Estimated"
"3112",958,1,1,1394,2010-09-05,"LT50380322010248","Utah",392,"UTAHDWQ",1013,67,25,"LANDSAT/LT5_SR",4917500,"Estimated"
"3113",845,1,1,1322,2010-09-05,"LT50380322010248","Utah",341,"UTAHDWQ",886,61,60,"LANDSAT/LT5_SR",4917520,"Estimated"
"3114",773,1,1,1254,2010-09-05,"LT50380322010248","Utah",618,"UTAHDWQ",983,92,25,"LANDSAT/LT5_SR",4917600,"Estimated"
"3115",489,1,1,928,2010-09-05,"LT50380322010248","Utah",459,"UTAHDWQ",709,63,99,"LANDSAT/LT5_SR",4917770,"Estimated"
"3117",1098,1,1,1516,2010-09-13,"LE70380322010256","Utah",282,"UTAHDWQ",1047,15,20,"LANDSAT/LE7_SR",4917370,"Estimated"
"3118",744,1,1,1125,2010-09-13,"LE70380322010256","Utah",205,"UTAHDWQ",645,19,22,"LANDSAT/LE7_SR",4917390,"Estimated"
"3119",316,1,1,732,2010-09-13,"LE70380322010256","Utah",418,"UTAHDWQ",412,57,61,"LANDSAT/LE7_SR",4917450,"Estimated"
"3120",863,1,1,1320,2010-09-13,"LE70380322010256","Utah",158,"UTAHDWQ",730,17,21,"LANDSAT/LE7_SR",4917500,"Estimated"
"3123",434,1,1,894,2010-09-13,"LE70380322010256","Utah",373,"UTAHDWQ",555,56,21,"LANDSAT/LE7_SR",4917770,"Estimated"
"3124",984,1,1,1399,2010-09-21,"LT50380322010264","Utah",378,"UTAHDWQ",999,44,26,"LANDSAT/LT5_SR",4917310,"Estimated"
"3125",985,1,1,1436,2010-09-21,"LT50380322010264","Utah",538,"UTAHDWQ",1031,125,66,"LANDSAT/LT5_SR",4917370,"Estimated"
"3126",1066,1,1,1473,2010-09-21,"LT50380322010264","Utah",420,"UTAHDWQ",1062,72,66,"LANDSAT/LT5_SR",4917390,"Estimated"
"3127",366,1,1,831,2010-09-21,"LT50380322010264","Utah",459,"UTAHDWQ",557,18,26,"LANDSAT/LT5_SR",4917450,"Estimated"
"3128",1145,1,1,1551,2010-09-21,"LT50380322010264","Utah",416,"UTAHDWQ",1157,70,25,"LANDSAT/LT5_SR",4917500,"Estimated"
"3129",1063,1,1,1436,2010-09-21,"LT50380322010264","Utah",537,"UTAHDWQ",1093,44,66,"LANDSAT/LT5_SR",4917520,"Estimated"
"3130",539,1,1,1018,2010-09-21,"LT50380322010264","Utah",415,"UTAHDWQ",712,43,25,"LANDSAT/LT5_SR",4917600,"Estimated"
"3131",886,1,1,1285,2010-09-21,"LT50380322010264","Utah",419,"UTAHDWQ",904,45,66,"LANDSAT/LT5_SR",4917770,"Estimated"
"3140",1085,1,1,1566,2010-10-15,"LE70380322010288","Utah",230,"UTAHDWQ",1000,16,70,"LANDSAT/LE7_SR",4917310,"Estimated"
"3142",1066,1,1,1523,2010-10-15,"LE70380322010288","Utah",303,"UTAHDWQ",1113,24,74,"LANDSAT/LE7_SR",4917390,"Estimated"
"3145",1542,1,1,1847,2010-10-15,"LE70380322010288","Utah",287,"UTAHDWQ",1358,18,23,"LANDSAT/LE7_SR",4917520,"Estimated"
"3146",971,1,1,1445,2010-10-15,"LE70380322010288","Utah",386,"UTAHDWQ",1144,15,70,"LANDSAT/LE7_SR",4917600,"Estimated"
"3147",1064,1,1,1443,2010-10-15,"LE70380322010288","Utah",250,"UTAHDWQ",1043,23,26,"LANDSAT/LE7_SR",4917770,"Estimated"
"3157",1319,1,1,1495,2011-05-11,"LE70380322011131","Utah",336,"UTAHDWQ",1238,110,106,"LANDSAT/LE7_SR",4917310,"Estimated"
"3158",1992,1,1,2434,2011-05-11,"LE70380322011131","Utah",579,"UTAHDWQ",1788,248,247,"LANDSAT/LE7_SR",4917370,"Estimated"
"3161",2049,1,1,2499,2011-05-11,"LE70380322011131","Utah",649,"UTAHDWQ",2056,127,112,"LANDSAT/LE7_SR",4917500,"Estimated"
"3162",1848,1,1,2156,2011-05-11,"LE70380322011131","Utah",537,"UTAHDWQ",1625,282,211,"LANDSAT/LE7_SR",4917520,"Estimated"
"3169",2011,1,1,2477,2011-05-27,"LE70380322011147","Utah",454,"UTAHDWQ",1833,177,140,"LANDSAT/LE7_SR",4917500,"Estimated"
"3191",1233,1,1,1615,2011-06-20,"LT50380322011171","Utah",245,"UTAHDWQ",1083,24,18,"LANDSAT/LT5_SR",4917390,"Estimated"
"3192",325,1,1,634,2011-06-20,"LT50380322011171","Utah",183,"UTAHDWQ",372,4,51,"LANDSAT/LT5_SR",4917450,"Estimated"
"3193",1539,1,1,1989,2011-06-20,"LT50380322011171","Utah",446,"UTAHDWQ",1359,158,150,"LANDSAT/LT5_SR",4917500,"Estimated"
"3194",1191,1,1,1549,2011-06-20,"LT50380322011171","Utah",331,"UTAHDWQ",994,108,116,"LANDSAT/LT5_SR",4917520,"Estimated"
"3195",1100,1,1,1550,2011-06-20,"LT50380322011171","Utah",276,"UTAHDWQ",1112,22,17,"LANDSAT/LT5_SR",4917600,"Estimated"
"3200",658,1,1,868,2011-06-28,"LE70380322011179","Utah",487,"UTAHDWQ",705,290,244,"LANDSAT/LE7_SR",4917450,"Estimated"
"3201",1234,1,1,1532,2011-06-28,"LE70380322011179","Utah",165,"UTAHDWQ",792,33,80,"LANDSAT/LE7_SR",4917500,"Estimated"
"3203",1070,1,1,1361,2011-06-28,"LE70380322011179","Utah",379,"UTAHDWQ",888,259,211,"LANDSAT/LE7_SR",4917600,"Estimated"
"3204",930,1,1,1272,2011-06-28,"LE70380322011179","Utah",228,"UTAHDWQ",809,29,11,"LANDSAT/LE7_SR",4917770,"Estimated"
"3208",604,1,1,877,2011-07-06,"LT50380322011187","Utah",676,"UTAHDWQ",670,303,224,"LANDSAT/LT5_SR",4917450,"Estimated"
"3209",1222,1,1,1535,2011-07-06,"LT50380322011187","Utah",418,"UTAHDWQ",979,174,124,"LANDSAT/LT5_SR",4917500,"Estimated"
"3210",1372,1,1,1766,2011-07-06,"LT50380322011187","Utah",461,"UTAHDWQ",1264,164,155,"LANDSAT/LT5_SR",4917520,"Estimated"
"3211",792,1,1,1148,2011-07-06,"LT50380322011187","Utah",275,"UTAHDWQ",735,57,123,"LANDSAT/LT5_SR",4917600,"Estimated"
"3213",1547,1,1,1912,2011-07-14,"LE70380322011195","Utah",627,"UTAHDWQ",1562,303,216,"LANDSAT/LE7_SR",4917310,"Estimated"
"3214",1417,1,1,1778,2011-07-14,"LE70380322011195","Utah",547,"UTAHDWQ",1388,300,282,"LANDSAT/LE7_SR",4917370,"Estimated"
"3215",940,1,1,1354,2011-07-14,"LE70380322011195","Utah",285,"UTAHDWQ",858,101,114,"LANDSAT/LE7_SR",4917390,"Estimated"
"3216",392,1,1,660,2011-07-14,"LE70380322011195","Utah",316,"UTAHDWQ",495,99,80,"LANDSAT/LE7_SR",4917450,"Estimated"
"3217",1599,1,1,1966,2011-07-14,"LE70380322011195","Utah",484,"UTAHDWQ",1488,238,183,"LANDSAT/LE7_SR",4917500,"Estimated"
"3218",1790,1,1,2191,2011-07-14,"LE70380322011195","Utah",719,"UTAHDWQ",1772,425,383,"LANDSAT/LE7_SR",4917520,"Estimated"
"3219",1244,1,1,1639,2011-07-14,"LE70380322011195","Utah",442,"UTAHDWQ",1241,138,148,"LANDSAT/LE7_SR",4917600,"Estimated"
"3220",962,1,1,1382,2011-07-14,"LE70380322011195","Utah",317,"UTAHDWQ",982,132,181,"LANDSAT/LE7_SR",4917770,"Estimated"
"3221",744,1,1,1125,2011-07-22,"LT50380322011203","Utah",510,"UTAHDWQ",758,192,190,"LANDSAT/LT5_SR",4917310,"Estimated"
"3222",1142,1,1,1536,2011-07-22,"LT50380322011203","Utah",510,"UTAHDWQ",1130,215,190,"LANDSAT/LT5_SR",4917370,"Estimated"
"3223",778,1,1,1156,2011-07-22,"LT50380322011203","Utah",443,"UTAHDWQ",733,193,156,"LANDSAT/LT5_SR",4917390,"Estimated"
"3224",359,1,1,552,2011-07-22,"LT50380322011203","Utah",341,"UTAHDWQ",466,57,21,"LANDSAT/LT5_SR",4917450,"Estimated"
"3225",1150,1,1,1506,2011-07-22,"LT50380322011203","Utah",478,"UTAHDWQ",1000,238,224,"LANDSAT/LT5_SR",4917500,"Estimated"
"3226",1274,1,1,1693,2011-07-22,"LT50380322011203","Utah",610,"UTAHDWQ",1289,192,224,"LANDSAT/LT5_SR",4917520,"Estimated"
"3227",968,1,1,1412,2011-07-22,"LT50380322011203","Utah",646,"UTAHDWQ",1132,238,224,"LANDSAT/LT5_SR",4917600,"Estimated"
"3228",876,1,1,1251,2011-07-22,"LT50380322011203","Utah",441,"UTAHDWQ",944,147,190,"LANDSAT/LT5_SR",4917770,"Estimated"
"3232",512,1,1,737,2011-07-30,"LE70380322011211","Utah",364,"UTAHDWQ",451,134,117,"LANDSAT/LE7_SR",4917450,"Estimated"
"3233",1053,1,1,1282,2011-07-30,"LE70380322011211","Utah",175,"UTAHDWQ",645,35,49,"LANDSAT/LE7_SR",4917500,"Estimated"
"3236",849,1,1,1158,2011-07-30,"LE70380322011211","Utah",323,"UTAHDWQ",716,100,82,"LANDSAT/LE7_SR",4917770,"Estimated"
"3237",948,1,1,1392,2011-08-07,"LT50380322011219","Utah",418,"UTAHDWQ",1000,104,56,"LANDSAT/LT5_SR",4917310,"Estimated"
"3238",1147,1,1,1524,2011-08-07,"LT50380322011219","Utah",373,"UTAHDWQ",1217,30,19,"LANDSAT/LT5_SR",4917370,"Estimated"
"3239",983,1,1,1261,2011-08-07,"LT50380322011219","Utah",245,"UTAHDWQ",836,36,56,"LANDSAT/LT5_SR",4917390,"Estimated"
"3240",372,1,1,667,2011-08-07,"LT50380322011219","Utah",347,"UTAHDWQ",503,80,56,"LANDSAT/LT5_SR",4917450,"Estimated"
"3241",1228,1,1,1586,2011-08-07,"LT50380322011219","Utah",426,"UTAHDWQ",1248,85,92,"LANDSAT/LT5_SR",4917500,"Estimated"
"3242",1228,1,1,1594,2011-08-07,"LT50380322011219","Utah",467,"UTAHDWQ",1215,94,122,"LANDSAT/LT5_SR",4917520,"Estimated"
"3243",1028,1,1,1427,2011-08-07,"LT50380322011219","Utah",526,"UTAHDWQ",1058,153,126,"LANDSAT/LT5_SR",4917600,"Estimated"
"3244",755,1,1,1162,2011-08-07,"LT50380322011219","Utah",310,"UTAHDWQ",861,80,56,"LANDSAT/LT5_SR",4917770,"Estimated"
"3246",1376,1,1,1829,2011-08-15,"LE70380322011227","Utah",460,"UTAHDWQ",1377,53,21,"LANDSAT/LE7_SR",4917370,"Estimated"
"3249",1035,1,1,1512,2011-08-15,"LE70380322011227","Utah",539,"UTAHDWQ",966,54,57,"LANDSAT/LE7_SR",4917500,"Estimated"
"3250",1648,1,1,2049,2011-08-15,"LE70380322011227","Utah",642,"UTAHDWQ",1748,149,125,"LANDSAT/LE7_SR",4917520,"Estimated"
"3251",529,0,1,936,2011-08-15,"LE70380322011227","Utah",693,"UTAHDWQ",551,53,92,"LANDSAT/LE7_SR",4917600,"Estimated"
"3252",528,1,1,993,2011-08-15,"LE70380322011227","Utah",342,"UTAHDWQ",613,34,49,"LANDSAT/LE7_SR",4917770,"Estimated"
"3253",540,1,1,881,2011-08-23,"LT50380322011235","Utah",225,"UTAHDWQ",562,61,96,"LANDSAT/LT5_SR",4917310,"Estimated"
"3254",1135,1,1,1498,2011-08-23,"LT50380322011235","Utah",301,"UTAHDWQ",1108,13,23,"LANDSAT/LT5_SR",4917370,"Estimated"
"3256",349,1,1,644,2011-08-23,"LT50380322011235","Utah",339,"UTAHDWQ",424,63,24,"LANDSAT/LT5_SR",4917450,"Estimated"
"3257",932,1,1,1195,2011-08-23,"LT50380322011235","Utah",199,"UTAHDWQ",771,41,61,"LANDSAT/LT5_SR",4917500,"Estimated"
"3258",691,1,1,1014,2011-08-23,"LT50380322011235","Utah",327,"UTAHDWQ",642,58,58,"LANDSAT/LT5_SR",4917520,"Estimated"
"3260",970,1,1,1259,2011-08-23,"LT50380322011235","Utah",296,"UTAHDWQ",935,60,95,"LANDSAT/LT5_SR",4917770,"Estimated"
"3261",1094,1,1,1579,2011-08-31,"LE70380322011243","Utah",587,"UTAHDWQ",1204,157,167,"LANDSAT/LE7_SR",4917310,"Estimated"
"3262",1384,1,1,1831,2011-08-31,"LE70380322011243","Utah",543,"UTAHDWQ",1510,119,55,"LANDSAT/LE7_SR",4917370,"Estimated"
"3263",1294,1,1,1676,2011-08-31,"LE70380322011243","Utah",373,"UTAHDWQ",1230,80,91,"LANDSAT/LE7_SR",4917390,"Estimated"
"3266",1676,1,1,2055,2011-08-31,"LE70380322011243","Utah",704,"UTAHDWQ",1877,116,128,"LANDSAT/LE7_SR",4917520,"Estimated"
"3267",683,1,1,993,2011-08-31,"LE70380322011243","Utah",596,"UTAHDWQ",742,126,95,"LANDSAT/LE7_SR",4917600,"Estimated"
"3269",863,1,1,1099,2011-09-08,"LT50380322011251","Utah",343,"UTAHDWQ",677,45,53,"LANDSAT/LT5_SR",4917310,"Estimated"
"3270",1364,1,1,1686,2011-09-08,"LT50380322011251","Utah",505,"UTAHDWQ",1227,44,13,"LANDSAT/LT5_SR",4917370,"Estimated"
"3271",812,1,1,1095,2011-09-08,"LT50380322011251","Utah",296,"UTAHDWQ",769,69,12,"LANDSAT/LT5_SR",4917390,"Estimated"
"3272",639,1,1,854,2011-09-08,"LT50380322011251","Utah",789,"UTAHDWQ",669,255,211,"LANDSAT/LT5_SR",4917450,"Estimated"
"3273",1383,1,1,1675,2011-09-08,"LT50380322011251","Utah",498,"UTAHDWQ",1389,33,21,"LANDSAT/LT5_SR",4917500,"Estimated"
"3275",625,1,1,938,2011-09-08,"LT50380322011251","Utah",382,"UTAHDWQ",653,112,60,"LANDSAT/LT5_SR",4917600,"Estimated"
"3276",688,1,1,1007,2011-09-08,"LT50380322011251","Utah",618,"UTAHDWQ",727,225,210,"LANDSAT/LT5_SR",4917770,"Estimated"
"3278",1486,1,1,1872,2011-09-16,"LE70380322011259","Utah",481,"UTAHDWQ",1550,40,54,"LANDSAT/LE7_SR",4917370,"Estimated"
"3279",983,1,1,1374,2011-09-16,"LE70380322011259","Utah",384,"UTAHDWQ",1017,38,53,"LANDSAT/LE7_SR",4917390,"Estimated"
"3281",1426,1,1,1873,2011-09-16,"LE70380322011259","Utah",392,"UTAHDWQ",1396,41,55,"LANDSAT/LE7_SR",4917500,"Estimated"
"3282",1720,1,1,2111,2011-09-16,"LE70380322011259","Utah",594,"UTAHDWQ",1815,26,48,"LANDSAT/LE7_SR",4917520,"Estimated"
"3283",540,1,1,743,2011-09-16,"LE70380322011259","Utah",212,"UTAHDWQ",497,3,56,"LANDSAT/LE7_SR",4917600,"Estimated"
"3284",1082,1,1,1445,2011-09-16,"LE70380322011259","Utah",289,"UTAHDWQ",1143,38,12,"LANDSAT/LE7_SR",4917770,"Estimated"
"3285",895,1,1,1192,2011-09-24,"LT50380322011267","Utah",297,"UTAHDWQ",753,42,26,"LANDSAT/LT5_SR",4917310,"Estimated"
"3291",322,1,1,647,2011-09-24,"LT50380322011267","Utah",341,"UTAHDWQ",366,43,67,"LANDSAT/LT5_SR",4917600,"Estimated"
"3292",846,1,1,1308,2011-09-24,"LT50380322011267","Utah",333,"UTAHDWQ",914,40,66,"LANDSAT/LT5_SR",4917770,"Estimated"
"3293",1188,1,1,1631,2011-10-02,"LE70380322011275","Utah",841,"UTAHDWQ",1232,396,286,"LANDSAT/LE7_SR",4917310,"Estimated"
"3294",1468,1,1,1976,2011-10-02,"LE70380322011275","Utah",851,"UTAHDWQ",1581,275,200,"LANDSAT/LE7_SR",4917370,"Estimated"
"3296",525,1,1,830,2011-10-02,"LE70380322011275","Utah",388,"UTAHDWQ",555,93,61,"LANDSAT/LE7_SR",4917450,"Estimated"
"3297",1536,1,1,1949,2011-10-02,"LE70380322011275","Utah",515,"UTAHDWQ",1649,105,111,"LANDSAT/LE7_SR",4917500,"Estimated"
"3299",949,1,1,1268,2011-10-02,"LE70380322011275","Utah",616,"UTAHDWQ",982,275,200,"LANDSAT/LE7_SR",4917600,"Estimated"
"3301",940,1,1,1383,2011-10-10,"LT50380322011283","Utah",738,"UTAHDWQ",1015,162,117,"LANDSAT/LT5_SR",4917310,"Estimated"
"3306",1418,1,1,1652,2011-10-10,"LT50380322011283","Utah",878,"UTAHDWQ",1425,286,303,"LANDSAT/LT5_SR",4917520,"Estimated"
"3309",1501,1,1,1873,2011-10-18,"LE70380322011291","Utah",402,"UTAHDWQ",1524,20,26,"LANDSAT/LE7_SR",4917310,"Estimated"
"3313",1614,1,1,1937,2011-10-18,"LE70380322011291","Utah",369,"UTAHDWQ",1587,28,77,"LANDSAT/LE7_SR",4917500,"Estimated"
"3316",1157,1,1,1589,2011-10-18,"LE70380322011291","Utah",400,"UTAHDWQ",1237,19,25,"LANDSAT/LE7_SR",4917770,"Estimated"
