Blue,CloudMask,CloudMaskConfidence,Green,ImageDate,ImageName,Lake,NIR,Organization,Red,SWIR1,SWIR2,Sensor,StationID
1063,1,1,1436,9/21/2010,LT50380322010264,Utah,537,UTAHDWQ,1093,44,66,LANDSAT/LT5_SR,4917520
539,1,1,1018,9/21/2010,LT50380322010264,Utah,415,UTAHDWQ,712,43,25,LANDSAT/LT5_SR,4917600
886,1,1,1285,9/21/2010,LT50380322010264,Utah,419,UTAHDWQ,904,45,66,LANDSAT/LT5_SR,4917770
2270,2,2,2360,10/7/2010,LT50380322010280,Utah,2164,UTAHDWQ,2239,1069,878,LANDSAT/LT5_SR,4917310
4242,4,3,4382,10/7/2010,LT50380322010280,Utah,4416,UTAHDWQ,4303,2505,2127,LANDSAT/LT5_SR,4917370
20000,4,3,5577,10/7/2010,LT50380322010280,Utah,5777,UTAHDWQ,5511,2265,1859,LANDSAT/LT5_SR,4917390
20000,4,3,5372,10/7/2010,LT50380322010280,Utah,5777,UTAHDWQ,5236,2235,1725,LANDSAT/LT5_SR,4917450
3790,4,3,3924,10/7/2010,LT50380322010280,Utah,3800,UTAHDWQ,3782,2535,2082,LANDSAT/LT5_SR,4917500
20000,4,3,5903,10/7/2010,LT50380322010280,Utah,6170,UTAHDWQ,5751,3879,3331,LANDSAT/LT5_SR,4917520
20000,4,3,5454,10/7/2010,LT50380322010280,Utah,5777,UTAHDWQ,5408,2205,1769,LANDSAT/LT5_SR,4917600
20000,4,3,5372,10/7/2010,LT50380322010280,Utah,5689,UTAHDWQ,5271,2325,1815,LANDSAT/LT5_SR,4917770
1085,1,1,1566,10/15/2010,LE70380322010288,Utah,230,UTAHDWQ,1000,16,70,LANDSAT/LE7_SR,4917310
1504,1,1,1847,10/15/2010,LE70380322010288,Utah,287,UTAHDWQ,1358,-26,23,LANDSAT/LE7_SR,4917370
1066,1,1,1523,10/15/2010,LE70380322010288,Utah,303,UTAHDWQ,1113,24,74,LANDSAT/LE7_SR,4917390
,,,,10/15/2010,LE70380322010288,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917450
1399,1,1,1802,10/15/2010,LE70380322010288,Utah,248,UTAHDWQ,1254,22,-66,LANDSAT/LE7_SR,4917500
1542,1,1,1847,10/15/2010,LE70380322010288,Utah,287,UTAHDWQ,1358,18,23,LANDSAT/LE7_SR,4917520
971,1,1,1445,10/15/2010,LE70380322010288,Utah,386,UTAHDWQ,1144,15,70,LANDSAT/LE7_SR,4917600
1064,1,1,1443,10/15/2010,LE70380322010288,Utah,250,UTAHDWQ,1043,23,26,LANDSAT/LE7_SR,4917770
307,,,500,10/16/2010,LT50370322010289,Utah,353,UTAHDWQ,359,20000,-15,LANDSAT/LT5_SR,4917450
2532,4,3,2789,5/3/2011,LT50380322011123,Utah,2624,UTAHDWQ,2557,2378,2143,LANDSAT/LT5_SR,4917310
1644,4,3,1869,5/3/2011,LT50380322011123,Utah,1073,UTAHDWQ,1511,615,540,LANDSAT/LT5_SR,4917370
3135,4,3,3538,5/3/2011,LT50380322011123,Utah,2988,UTAHDWQ,3193,2828,2604,LANDSAT/LT5_SR,4917390
2797,4,3,2977,5/3/2011,LT50380322011123,Utah,3242,UTAHDWQ,2862,2615,2357,LANDSAT/LT5_SR,4917450
2431,4,3,2790,5/3/2011,LT50380322011123,Utah,1660,UTAHDWQ,2232,1043,820,LANDSAT/LT5_SR,4917500
2187,3,1,2598,5/3/2011,LT50380322011123,Utah,1445,UTAHDWQ,2098,759,575,LANDSAT/LT5_SR,4917520
20000,4,3,7323,5/3/2011,LT50380322011123,Utah,7711,UTAHDWQ,20000,20000,5443,LANDSAT/LT5_SR,4917600
3321,4,3,3576,5/3/2011,LT50380322011123,Utah,3675,UTAHDWQ,3433,3112,2854,LANDSAT/LT5_SR,4917770
1319,1,1,1495,5/11/2011,LE70380322011131,Utah,336,UTAHDWQ,1238,110,106,LANDSAT/LE7_SR,4917310
1992,1,1,2434,5/11/2011,LE70380322011131,Utah,579,UTAHDWQ,1788,248,247,LANDSAT/LE7_SR,4917370
3238,4,3,3168,5/11/2011,LE70380322011131,Utah,2745,UTAHDWQ,2976,2225,1987,LANDSAT/LE7_SR,4917390
20000,4,3,20000,5/11/2011,LE70380322011131,Utah,20000,UTAHDWQ,20000,2139,1863,LANDSAT/LE7_SR,4917450
2049,1,1,2499,5/11/2011,LE70380322011131,Utah,649,UTAHDWQ,2056,127,112,LANDSAT/LE7_SR,4917500
1848,1,1,2156,5/11/2011,LE70380322011131,Utah,537,UTAHDWQ,1625,282,211,LANDSAT/LE7_SR,4917520
20000,4,3,20000,5/11/2011,LE70380322011131,Utah,20000,UTAHDWQ,20000,4216,3821,LANDSAT/LE7_SR,4917600
,,,,5/11/2011,LE70380322011131,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917770
4317,4,3,4507,5/27/2011,LE70380322011147,Utah,4684,UTAHDWQ,4395,4708,4565,LANDSAT/LE7_SR,4917310
2083,4,1,2563,5/27/2011,LE70380322011147,Utah,602,UTAHDWQ,1889,258,278,LANDSAT/LE7_SR,4917370
20000,4,3,20000,5/27/2011,LE70380322011147,Utah,8613,UTAHDWQ,20000,6408,5482,LANDSAT/LE7_SR,4917390
2473,4,3,2679,5/27/2011,LE70380322011147,Utah,3086,UTAHDWQ,2611,3199,2853,LANDSAT/LE7_SR,4917450
2011,1,1,2477,5/27/2011,LE70380322011147,Utah,454,UTAHDWQ,1833,177,140,LANDSAT/LE7_SR,4917500
2160,4,3,2619,5/27/2011,LE70380322011147,Utah,1009,UTAHDWQ,1989,747,611,LANDSAT/LE7_SR,4917520
3233,4,3,3353,5/27/2011,LE70380322011147,Utah,3626,UTAHDWQ,3285,3549,3312,LANDSAT/LE7_SR,4917600
,,,,5/27/2011,LE70380322011147,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917770
2368,4,3,2582,6/4/2011,LT50380322011155,Utah,2321,UTAHDWQ,2306,1239,915,LANDSAT/LT5_SR,4917310
3234,4,3,3467,6/4/2011,LT50380322011155,Utah,3163,UTAHDWQ,3141,1641,1350,LANDSAT/LT5_SR,4917370
3439,4,3,3606,6/4/2011,LT50380322011155,Utah,3500,UTAHDWQ,3337,1731,1418,LANDSAT/LT5_SR,4917390
2536,4,3,2750,6/4/2011,LT50380322011155,Utah,2959,UTAHDWQ,2583,1573,1284,LANDSAT/LT5_SR,4917450
20000,4,3,4997,6/4/2011,LT50380322011155,Utah,4947,UTAHDWQ,4750,2069,1690,LANDSAT/LT5_SR,4917500
2823,4,3,3038,6/4/2011,LT50380322011155,Utah,3051,UTAHDWQ,2792,1629,1304,LANDSAT/LT5_SR,4917520
20000,4,3,5660,6/4/2011,LT50380322011155,Utah,5973,UTAHDWQ,5538,2473,2071,LANDSAT/LT5_SR,4917600
3089,4,3,3270,6/4/2011,LT50380322011155,Utah,3334,UTAHDWQ,3034,1664,1419,LANDSAT/LT5_SR,4917770
2885,4,3,2955,6/12/2011,LE70380322011163,Utah,2734,UTAHDWQ,2663,1178,996,LANDSAT/LE7_SR,4917310
3021,4,3,2981,6/12/2011,LE70380322011163,Utah,2617,UTAHDWQ,2688,1045,893,LANDSAT/LE7_SR,4917370
2258,3,1,2552,6/12/2011,LE70380322011163,Utah,1454,UTAHDWQ,2099,575,515,LANDSAT/LE7_SR,4917390
5379,4,3,5257,6/12/2011,LE70380322011163,Utah,5444,UTAHDWQ,5093,1678,1402,LANDSAT/LE7_SR,4917450
20000,4,3,5786,6/12/2011,LE70380322011163,Utah,5790,UTAHDWQ,5621,1671,1461,LANDSAT/LE7_SR,4917500
5496,4,3,5331,6/12/2011,LE70380322011163,Utah,5462,UTAHDWQ,5179,2054,1788,LANDSAT/LE7_SR,4917520
3209,4,3,3288,6/12/2011,LE70380322011163,Utah,3354,UTAHDWQ,3120,1338,1018,LANDSAT/LE7_SR,4917600
4489,4,3,4443,6/12/2011,LE70380322011163,Utah,4487,UTAHDWQ,4267,1444,1266,LANDSAT/LE7_SR,4917770
1331,1,1,1755,6/20/2011,LT50380322011171,Utah,301,UTAHDWQ,1191,-3,83,LANDSAT/LT5_SR,4917310
1278,1,1,1720,6/20/2011,LT50380322011171,Utah,232,UTAHDWQ,1107,-3,15,LANDSAT/LT5_SR,4917370
1233,1,1,1615,6/20/2011,LT50380322011171,Utah,245,UTAHDWQ,1083,24,18,LANDSAT/LT5_SR,4917390
325,1,1,634,6/20/2011,LT50380322011171,Utah,183,UTAHDWQ,372,4,51,LANDSAT/LT5_SR,4917450
1539,1,1,1989,6/20/2011,LT50380322011171,Utah,446,UTAHDWQ,1359,158,150,LANDSAT/LT5_SR,4917500
1191,1,1,1549,6/20/2011,LT50380322011171,Utah,331,UTAHDWQ,994,108,116,LANDSAT/LT5_SR,4917520
1100,1,1,1550,6/20/2011,LT50380322011171,Utah,276,UTAHDWQ,1112,22,17,LANDSAT/LT5_SR,4917600
594,1,1,1007,6/20/2011,LT50380322011171,Utah,214,UTAHDWQ,646,25,-47,LANDSAT/LT5_SR,4917770
5121,4,3,5097,6/28/2011,LE70380322011179,Utah,5498,UTAHDWQ,4993,4016,3286,LANDSAT/LE7_SR,4917310
450,2,1,525,6/28/2011,LE70380322011179,Utah,194,UTAHDWQ,302,63,45,LANDSAT/LE7_SR,4917370
20000,4,3,20000,6/28/2011,LE70380322011179,Utah,7922,UTAHDWQ,20000,7127,6548,LANDSAT/LE7_SR,4917390
658,1,1,868,6/28/2011,LE70380322011179,Utah,487,UTAHDWQ,705,290,244,LANDSAT/LE7_SR,4917450
1234,1,1,1532,6/28/2011,LE70380322011179,Utah,165,UTAHDWQ,792,33,80,LANDSAT/LE7_SR,4917500
982,2,1,1244,6/28/2011,LE70380322011179,Utah,264,UTAHDWQ,680,126,145,LANDSAT/LE7_SR,4917520
1070,1,1,1361,6/28/2011,LE70380322011179,Utah,379,UTAHDWQ,888,259,211,LANDSAT/LE7_SR,4917600
930,1,1,1272,6/28/2011,LE70380322011179,Utah,228,UTAHDWQ,809,29,11,LANDSAT/LE7_SR,4917770
1754,4,3,1992,7/6/2011,LT50380322011187,Utah,1607,UTAHDWQ,1671,899,670,LANDSAT/LT5_SR,4917310
1409,4,1,1723,7/6/2011,LT50380322011187,Utah,654,UTAHDWQ,1215,377,328,LANDSAT/LT5_SR,4917370
958,2,1,1181,7/6/2011,LT50380322011187,Utah,553,UTAHDWQ,765,265,260,LANDSAT/LT5_SR,4917390
604,1,1,877,7/6/2011,LT50380322011187,Utah,676,UTAHDWQ,670,303,224,LANDSAT/LT5_SR,4917450
1222,1,1,1535,7/6/2011,LT50380322011187,Utah,418,UTAHDWQ,979,174,124,LANDSAT/LT5_SR,4917500
1372,1,1,1766,7/6/2011,LT50380322011187,Utah,461,UTAHDWQ,1264,164,155,LANDSAT/LT5_SR,4917520
792,1,1,1148,7/6/2011,LT50380322011187,Utah,275,UTAHDWQ,735,57,123,LANDSAT/LT5_SR,4917600
826,2,1,1109,7/6/2011,LT50380322011187,Utah,609,UTAHDWQ,807,282,191,LANDSAT/LT5_SR,4917770
1547,1,1,1912,7/14/2011,LE70380322011195,Utah,627,UTAHDWQ,1562,303,216,LANDSAT/LE7_SR,4917310
1417,1,1,1778,7/14/2011,LE70380322011195,Utah,547,UTAHDWQ,1388,300,282,LANDSAT/LE7_SR,4917370
940,1,1,1354,7/14/2011,LE70380322011195,Utah,285,UTAHDWQ,858,101,114,LANDSAT/LE7_SR,4917390
392,1,1,660,7/14/2011,LE70380322011195,Utah,316,UTAHDWQ,495,99,80,LANDSAT/LE7_SR,4917450
1599,1,1,1966,7/14/2011,LE70380322011195,Utah,484,UTAHDWQ,1488,238,183,LANDSAT/LE7_SR,4917500
1790,1,1,2191,7/14/2011,LE70380322011195,Utah,719,UTAHDWQ,1772,425,383,LANDSAT/LE7_SR,4917520
1244,1,1,1639,7/14/2011,LE70380322011195,Utah,442,UTAHDWQ,1241,138,148,LANDSAT/LE7_SR,4917600
962,1,1,1382,7/14/2011,LE70380322011195,Utah,317,UTAHDWQ,982,132,181,LANDSAT/LE7_SR,4917770
744,1,1,1125,7/22/2011,LT50380322011203,Utah,510,UTAHDWQ,758,192,190,LANDSAT/LT5_SR,4917310
1142,1,1,1536,7/22/2011,LT50380322011203,Utah,510,UTAHDWQ,1130,215,190,LANDSAT/LT5_SR,4917370
778,1,1,1156,7/22/2011,LT50380322011203,Utah,443,UTAHDWQ,733,193,156,LANDSAT/LT5_SR,4917390
359,1,1,552,7/22/2011,LT50380322011203,Utah,341,UTAHDWQ,466,57,21,LANDSAT/LT5_SR,4917450
1150,1,1,1506,7/22/2011,LT50380322011203,Utah,478,UTAHDWQ,1000,238,224,LANDSAT/LT5_SR,4917500
1274,1,1,1693,7/22/2011,LT50380322011203,Utah,610,UTAHDWQ,1289,192,224,LANDSAT/LT5_SR,4917520
968,1,1,1412,7/22/2011,LT50380322011203,Utah,646,UTAHDWQ,1132,238,224,LANDSAT/LT5_SR,4917600
876,1,1,1251,7/22/2011,LT50380322011203,Utah,441,UTAHDWQ,944,147,190,LANDSAT/LT5_SR,4917770
1289,4,3,1641,7/30/2011,LE70380322011211,Utah,1107,UTAHDWQ,1191,922,790,LANDSAT/LE7_SR,4917310
832,1,1,1060,7/30/2011,LE70380322011211,Utah,150,UTAHDWQ,487,-8,80,LANDSAT/LE7_SR,4917370
,,,,7/30/2011,LE70380322011211,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917390
512,1,1,737,7/30/2011,LE70380322011211,Utah,364,UTAHDWQ,451,134,117,LANDSAT/LE7_SR,4917450
1053,1,1,1282,7/30/2011,LE70380322011211,Utah,175,UTAHDWQ,645,35,49,LANDSAT/LE7_SR,4917500
1658,4,3,1887,7/30/2011,LE70380322011211,Utah,1305,UTAHDWQ,1406,1130,970,LANDSAT/LE7_SR,4917520
1183,4,3,1522,7/30/2011,LE70380322011211,Utah,1028,UTAHDWQ,1113,853,684,LANDSAT/LE7_SR,4917600
849,1,1,1158,7/30/2011,LE70380322011211,Utah,323,UTAHDWQ,716,100,82,LANDSAT/LE7_SR,4917770
948,1,1,1392,8/7/2011,LT50380322011219,Utah,418,UTAHDWQ,1000,104,56,LANDSAT/LT5_SR,4917310
1147,1,1,1524,8/7/2011,LT50380322011219,Utah,373,UTAHDWQ,1217,30,19,LANDSAT/LT5_SR,4917370
983,1,1,1261,8/7/2011,LT50380322011219,Utah,245,UTAHDWQ,836,36,56,LANDSAT/LT5_SR,4917390
372,1,1,667,8/7/2011,LT50380322011219,Utah,347,UTAHDWQ,503,80,56,LANDSAT/LT5_SR,4917450
1228,1,1,1586,8/7/2011,LT50380322011219,Utah,426,UTAHDWQ,1248,85,92,LANDSAT/LT5_SR,4917500
1228,1,1,1594,8/7/2011,LT50380322011219,Utah,467,UTAHDWQ,1215,94,122,LANDSAT/LT5_SR,4917520
1028,1,1,1427,8/7/2011,LT50380322011219,Utah,526,UTAHDWQ,1058,153,126,LANDSAT/LT5_SR,4917600
755,1,1,1162,8/7/2011,LT50380322011219,Utah,310,UTAHDWQ,861,80,56,LANDSAT/LT5_SR,4917770
,,,,8/15/2011,LE70380322011227,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917310
1376,1,1,1829,8/15/2011,LE70380322011227,Utah,460,UTAHDWQ,1377,53,21,LANDSAT/LE7_SR,4917370
765,1,1,1218,8/15/2011,LE70380322011227,Utah,642,UTAHDWQ,688,80,-17,LANDSAT/LE7_SR,4917390
411,1,1,649,8/15/2011,LE70380322011227,Utah,261,UTAHDWQ,392,0,49,LANDSAT/LE7_SR,4917450
1035,1,1,1512,8/15/2011,LE70380322011227,Utah,539,UTAHDWQ,966,54,57,LANDSAT/LE7_SR,4917500
1648,1,1,2049,8/15/2011,LE70380322011227,Utah,642,UTAHDWQ,1748,149,125,LANDSAT/LE7_SR,4917520
529,0,1,936,8/15/2011,LE70380322011227,Utah,693,UTAHDWQ,551,53,92,LANDSAT/LE7_SR,4917600
528,1,1,993,8/15/2011,LE70380322011227,Utah,342,UTAHDWQ,613,34,49,LANDSAT/LE7_SR,4917770
540,1,1,881,8/23/2011,LT50380322011235,Utah,225,UTAHDWQ,562,61,96,LANDSAT/LT5_SR,4917310
1135,1,1,1498,8/23/2011,LT50380322011235,Utah,301,UTAHDWQ,1108,13,23,LANDSAT/LT5_SR,4917370
674,1,1,953,8/23/2011,LT50380322011235,Utah,230,UTAHDWQ,567,63,-11,LANDSAT/LT5_SR,4917390
349,1,1,644,8/23/2011,LT50380322011235,Utah,339,UTAHDWQ,424,63,24,LANDSAT/LT5_SR,4917450
932,1,1,1195,8/23/2011,LT50380322011235,Utah,199,UTAHDWQ,771,41,61,LANDSAT/LT5_SR,4917500
691,1,1,1014,8/23/2011,LT50380322011235,Utah,327,UTAHDWQ,642,58,58,LANDSAT/LT5_SR,4917520
397,1,1,582,8/23/2011,LT50380322011235,Utah,233,UTAHDWQ,372,64,-11,LANDSAT/LT5_SR,4917600
970,1,1,1259,8/23/2011,LT50380322011235,Utah,296,UTAHDWQ,935,60,95,LANDSAT/LT5_SR,4917770
1094,1,1,1579,8/31/2011,LE70380322011243,Utah,587,UTAHDWQ,1204,157,167,LANDSAT/LE7_SR,4917310
1384,1,1,1831,8/31/2011,LE70380322011243,Utah,543,UTAHDWQ,1510,119,55,LANDSAT/LE7_SR,4917370
1294,1,1,1676,8/31/2011,LE70380322011243,Utah,373,UTAHDWQ,1230,80,91,LANDSAT/LE7_SR,4917390
,,,,8/31/2011,LE70380322011243,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917450
,,,,8/31/2011,LE70380322011243,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917500
1676,1,1,2055,8/31/2011,LE70380322011243,Utah,704,UTAHDWQ,1877,116,128,LANDSAT/LE7_SR,4917520
683,1,1,993,8/31/2011,LE70380322011243,Utah,596,UTAHDWQ,742,126,95,LANDSAT/LE7_SR,4917600
218,2,1,232,8/31/2011,LE70380322011243,Utah,81,UTAHDWQ,211,7,54,LANDSAT/LE7_SR,4917770
863,1,1,1099,9/8/2011,LT50380322011251,Utah,343,UTAHDWQ,677,45,53,LANDSAT/LT5_SR,4917310
1364,1,1,1686,9/8/2011,LT50380322011251,Utah,505,UTAHDWQ,1227,44,13,LANDSAT/LT5_SR,4917370
812,1,1,1095,9/8/2011,LT50380322011251,Utah,296,UTAHDWQ,769,69,12,LANDSAT/LT5_SR,4917390
639,1,1,854,9/8/2011,LT50380322011251,Utah,789,UTAHDWQ,669,255,211,LANDSAT/LT5_SR,4917450
1383,1,1,1675,9/8/2011,LT50380322011251,Utah,498,UTAHDWQ,1389,33,21,LANDSAT/LT5_SR,4917500
1073,1,1,1373,9/8/2011,LT50380322011251,Utah,467,UTAHDWQ,1066,45,-24,LANDSAT/LT5_SR,4917520
625,1,1,938,9/8/2011,LT50380322011251,Utah,382,UTAHDWQ,653,112,60,LANDSAT/LT5_SR,4917600
688,1,1,1007,9/8/2011,LT50380322011251,Utah,618,UTAHDWQ,727,225,210,LANDSAT/LT5_SR,4917770
,,,,9/16/2011,LE70380322011259,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917310
1486,1,1,1872,9/16/2011,LE70380322011259,Utah,481,UTAHDWQ,1550,40,54,LANDSAT/LE7_SR,4917370
983,1,1,1374,9/16/2011,LE70380322011259,Utah,384,UTAHDWQ,1017,38,53,LANDSAT/LE7_SR,4917390
3235,4,3,3415,9/16/2011,LE70380322011259,Utah,4000,UTAHDWQ,3312,3345,2825,LANDSAT/LE7_SR,4917450
1426,1,1,1873,9/16/2011,LE70380322011259,Utah,392,UTAHDWQ,1396,41,55,LANDSAT/LE7_SR,4917500
1720,1,1,2111,9/16/2011,LE70380322011259,Utah,594,UTAHDWQ,1815,26,48,LANDSAT/LE7_SR,4917520
540,1,1,743,9/16/2011,LE70380322011259,Utah,212,UTAHDWQ,497,3,56,LANDSAT/LE7_SR,4917600
1082,1,1,1445,9/16/2011,LE70380322011259,Utah,289,UTAHDWQ,1143,38,12,LANDSAT/LE7_SR,4917770
895,1,1,1192,9/24/2011,LT50380322011267,Utah,297,UTAHDWQ,753,42,26,LANDSAT/LT5_SR,4917310
1104,1,1,1464,9/24/2011,LT50380322011267,Utah,342,UTAHDWQ,1080,126,-13,LANDSAT/LT5_SR,4917370
831,4,3,994,9/24/2011,LT50380322011267,Utah,708,UTAHDWQ,785,561,478,LANDSAT/LT5_SR,4917390
3512,4,3,3638,9/24/2011,LT50380322011267,Utah,4671,UTAHDWQ,3675,4258,4191,LANDSAT/LT5_SR,4917450
1088,1,1,1464,9/24/2011,LT50380322011267,Utah,306,UTAHDWQ,1018,46,-12,LANDSAT/LT5_SR,4917500
1387,4,1,1743,9/24/2011,LT50380322011267,Utah,454,UTAHDWQ,1439,39,65,LANDSAT/LT5_SR,4917520
322,1,1,647,9/24/2011,LT50380322011267,Utah,341,UTAHDWQ,366,43,67,LANDSAT/LT5_SR,4917600
846,1,1,1308,9/24/2011,LT50380322011267,Utah,333,UTAHDWQ,914,40,66,LANDSAT/LT5_SR,4917770
1188,1,1,1631,10/2/2011,LE70380322011275,Utah,841,UTAHDWQ,1232,396,286,LANDSAT/LE7_SR,4917310
1468,1,1,1976,10/2/2011,LE70380322011275,Utah,851,UTAHDWQ,1581,275,200,LANDSAT/LE7_SR,4917370
861,,,1227,10/2/2011,LE70380322011275,Utah,369,UTAHDWQ,847,104,67,LANDSAT/LE7_SR,4917390
525,1,1,830,10/2/2011,LE70380322011275,Utah,388,UTAHDWQ,555,93,61,LANDSAT/LE7_SR,4917450
1536,1,1,1949,10/2/2011,LE70380322011275,Utah,515,UTAHDWQ,1649,105,111,LANDSAT/LE7_SR,4917500
1708,4,2,1932,10/2/2011,LE70380322011275,Utah,1132,UTAHDWQ,1694,610,507,LANDSAT/LE7_SR,4917520
949,1,1,1268,10/2/2011,LE70380322011275,Utah,616,UTAHDWQ,982,275,200,LANDSAT/LE7_SR,4917600
,,,,10/2/2011,LE70380322011275,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917770
940,1,1,1383,10/10/2011,LT50380322011283,Utah,738,UTAHDWQ,1015,162,117,LANDSAT/LT5_SR,4917310
2142,3,2,2250,10/10/2011,LT50380322011283,Utah,1782,UTAHDWQ,2106,876,725,LANDSAT/LT5_SR,4917370
1417,3,1,1698,10/10/2011,LT50380322011283,Utah,1256,UTAHDWQ,1388,472,396,LANDSAT/LT5_SR,4917390
916,4,3,1135,10/10/2011,LT50380322011283,Utah,1060,UTAHDWQ,995,531,443,LANDSAT/LT5_SR,4917450
2269,2,2,2436,10/10/2011,LT50380322011283,Utah,1784,UTAHDWQ,2184,939,772,LANDSAT/LT5_SR,4917500
1418,1,1,1652,10/10/2011,LT50380322011283,Utah,878,UTAHDWQ,1425,286,303,LANDSAT/LT5_SR,4917520
1104,4,3,1430,10/10/2011,LT50380322011283,Utah,1114,UTAHDWQ,1087,564,396,LANDSAT/LT5_SR,4917600
1431,3,1,1705,10/10/2011,LT50380322011283,Utah,1257,UTAHDWQ,1465,500,491,LANDSAT/LT5_SR,4917770
1501,1,1,1873,10/18/2011,LE70380322011291,Utah,402,UTAHDWQ,1524,20,26,LANDSAT/LE7_SR,4917310
1503,1,1,1857,10/18/2011,LE70380322011291,Utah,420,UTAHDWQ,1551,-61,30,LANDSAT/LE7_SR,4917370
1193,1,1,1672,10/18/2011,LE70380322011291,Utah,502,UTAHDWQ,1309,19,-22,LANDSAT/LE7_SR,4917390
381,1,1,645,10/18/2011,LE70380322011291,Utah,347,UTAHDWQ,404,19,-21,LANDSAT/LE7_SR,4917450
1614,1,1,1937,10/18/2011,LE70380322011291,Utah,369,UTAHDWQ,1587,28,77,LANDSAT/LE7_SR,4917500
1464,1,1,1748,10/18/2011,LE70380322011291,Utah,305,UTAHDWQ,1344,70,-19,LANDSAT/LE7_SR,4917520
928,1,1,1346,10/18/2011,LE70380322011291,Utah,243,UTAHDWQ,985,19,-21,LANDSAT/LE7_SR,4917600
1157,1,1,1589,10/18/2011,LE70380322011291,Utah,400,UTAHDWQ,1237,19,25,LANDSAT/LE7_SR,4917770
1555,1,1,1888,10/26/2011,LT50380322011299,Utah,867,UTAHDWQ,1826,42,26,LANDSAT/LT5_SR,4917310
1610,1,1,1869,10/26/2011,LT50380322011299,Utah,877,UTAHDWQ,1806,120,133,LANDSAT/LT5_SR,4917370
1582,1,1,1883,10/26/2011,LT50380322011299,Utah,921,UTAHDWQ,1821,113,130,LANDSAT/LT5_SR,4917390
504,1,1,605,10/26/2011,LT50380322011299,Utah,503,UTAHDWQ,476,43,-75,LANDSAT/LT5_SR,4917450
1588,1,1,1916,10/26/2011,LT50380322011299,Utah,1078,UTAHDWQ,1966,54,32,LANDSAT/LT5_SR,4917500
1471,1,1,1838,10/26/2011,LT50380322011299,Utah,709,UTAHDWQ,1659,76,77,LANDSAT/LT5_SR,4917520
1081,1,1,1382,10/26/2011,LT50380322011299,Utah,617,UTAHDWQ,1241,48,80,LANDSAT/LT5_SR,4917600
1310,1,1,1632,10/26/2011,LT50380322011299,Utah,764,UTAHDWQ,1532,9,26,LANDSAT/LT5_SR,4917770
1661,,,2001,5/6/2012,LE70370322012127,Utah,539,UTAHDWQ,1707,19,-9,LANDSAT/LE7_SR,4917390
,,,,5/6/2012,LE70370322012127,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917450
1235,1,1,1692,5/6/2012,LE70370322012127,Utah,503,UTAHDWQ,1349,107,58,LANDSAT/LE7_SR,4917770
1544,1,1,1938,5/13/2012,LE70380322012134,Utah,538,UTAHDWQ,1571,68,80,LANDSAT/LE7_SR,4917310
1700,1,1,2053,5/13/2012,LE70380322012134,Utah,428,UTAHDWQ,1571,68,46,LANDSAT/LE7_SR,4917370
1597,1,1,1978,5/13/2012,LE70380322012134,Utah,452,UTAHDWQ,1548,28,10,LANDSAT/LE7_SR,4917390
645,1,1,922,5/13/2012,LE70380322012134,Utah,377,UTAHDWQ,695,95,11,LANDSAT/LE7_SR,4917450
1760,1,1,2183,5/13/2012,LE70380322012134,Utah,713,UTAHDWQ,1831,193,177,LANDSAT/LE7_SR,4917500
1676,1,1,2055,5/13/2012,LE70380322012134,Utah,720,UTAHDWQ,1647,263,212,LANDSAT/LE7_SR,4917520
1471,1,1,1918,5/13/2012,LE70380322012134,Utah,719,UTAHDWQ,1574,262,211,LANDSAT/LE7_SR,4917600
1298,1,1,1747,5/13/2012,LE70380322012134,Utah,447,UTAHDWQ,1341,26,10,LANDSAT/LE7_SR,4917770
420,1,1,758,5/22/2012,LE70370322012143,Utah,286,UTAHDWQ,516,117,52,LANDSAT/LE7_SR,4917450
1331,1,1,1693,5/22/2012,LE70370322012143,Utah,354,UTAHDWQ,1237,114,73,LANDSAT/LE7_SR,4917770
,,,,5/29/2012,LE70380322012150,Utah,,UTAHDWQ,,,,LANDSAT/LE7_SR,4917310
1607,1,1,1931,5/29/2012,LE70380322012150,Utah,360,UTAHDWQ,1361,72,80,LANDSAT/LE7_SR,4917370
1404,1,1,1739,5/29/2012,LE70380322012150,Utah,250,UTAHDWQ,1238,38,15,LANDSAT/LE7_SR,4917390
383,1,1,676,5/29/2012,LE70380322012150,Utah,240,UTAHDWQ,439,34,14,LANDSAT/LE7_SR,4917450
1632,1,1,1972,5/29/2012,LE70380322012150,Utah,415,UTAHDWQ,1458,144,116,LANDSAT/LE7_SR,4917500
1680,1,1,2032,5/29/2012,LE70380322012150,Utah,547,UTAHDWQ,1603,235,180,LANDSAT/LE7_SR,4917520
1214,1,1,1657,5/29/2012,LE70380322012150,Utah,550,UTAHDWQ,1242,300,245,LANDSAT/LE7_SR,4917600
